Cód Transacción	Cód Transacción	Descripción Transacción	Artículo	Descripción Artículo	Planta	Desc. Planta	Cód. Configuración	Dirección	Cantidad	UdM	Dirección Paralela	Ctd Paralela	UdM Paralela	Ubicación	Almacén	Cajón	Fila	Nivel	Caja	Nº Lote	Nº Serie	Cód. Condición	Desc. Cód. Condición	Nº R/D/R	Nº Rev	Fecha Caducidad	Ref Orden 1	Ref Orden 2	Ref Orden 3	Ref Orden 4	Tipo Orden	Coste	Coste Inventario	Coste Total	Creado	Hora Creación	Nota	Realizado Por	Fecha Aplicada	Incl en Art Agr por Periodo	Incl.Valor Agreg. por Per.	Devol/Deshec	Propiedad	Propietario	Nombre Propietario	Propiedad Previo	Propietario Previo	Nombre Propietario Previo	Cód. Programa	Descripción de Programa	Cód Proyecto	Nombre Proyecto	Cód Subproyecto	Descripción Subproyecto	Cód Actividad	Descripción Actividad	Secuencia Actividad	Tiene Errores Contab	Tiene Contab Trasnferidas	Cód Inf Trans Inv	Fecha Aplicada Fecha Modificación	Fecha Aplicada Modificada por Usuario
"1,557,242"	ARRIVAL	Recepción de Orden de Compra	P01.012.RD0037	ALABE DE ESTATOR 106L1698G001 (JUEGO)	05M-O	TERMOPICHINCHA M-O	*	+	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100041898	5	1	1	Orden Compra	"292,491.73"	"292,491.73"	"292,491.73"	17/02/2016	14:18:14		VTIXE	15/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	247878	17/02/2016 14:18	VTIXE
"1,545,692"	ARRIVAL	Recepción de Orden de Compra	P02.005.TR0263	TUERCA DE AUTO BLOQUEO N265BP33	05M-O	TERMOPICHINCHA M-O	*	+	140	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100041891	31	2	1	Orden Compra	0.31	42.84	42.84	04/02/2016	17:42:26		VTIXE	02/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	245359	04/02/2016 17:42	VTIXE
"1,545,693"	ARRIVAL	Recepción de Orden de Compra	P01.005.PE0035	TORNILLO GEN-14-P35048	05M-O	TERMOPICHINCHA M-O	*	+	10	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	P100041891	32	1	1	Orden Compra	1.49	14.89	14.89	04/02/2016	17:42:27		VTIXE	02/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	245359	04/02/2016 17:42	VTIXE
"1,545,694"	ARRIVAL	Recepción de Orden de Compra	P02.005.TR0264	TUERCA N204P44	05M-O	TERMOPICHINCHA M-O	*	+	12	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100041891	33	1	1	Orden Compra	7.29	87.53	87.53	04/02/2016	17:42:27		VTIXE	02/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	245359	04/02/2016 17:42	VTIXE
"1,545,695"	ARRIVAL	Recepción de Orden de Compra	P02.005.TR0264	TUERCA N204P44	05M-O	TERMOPICHINCHA M-O	*	+	10	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100041891	33	2	1	Orden Compra	7.29	72.94	72.94	04/02/2016	17:42:28		VTIXE	02/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	245359	04/02/2016 17:42	VTIXE
"1,545,696"	ARRIVAL	Recepción de Orden de Compra	P02.005.TN0292	TORNILLO N170P35040	05M-O	TERMOPICHINCHA M-O	*	+	18	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100041891	34	1	1	Orden Compra	1.49	26.8	26.8	04/02/2016	17:42:28		VTIXE	02/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	245359	04/02/2016 17:42	VTIXE
"1,545,697"	ARRIVAL	Recepción de Orden de Compra	P01.013.CL0033	"CLAVIJA 3/4"" X 2.5"" 158A5457P060"	05M-O	TERMOPICHINCHA M-O	*	+	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100041891	35	1	1	Orden Compra	7.16	28.66	28.66	04/02/2016	17:42:29		VTIXE	02/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	245359	04/02/2016 17:42	VTIXE
"1,545,698"	ARRIVAL	Recepción de Orden de Compra	P02.005.TN0293	TORNILLO N170P39072	05M-O	TERMOPICHINCHA M-O	*	+	6	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100041891	36	1	1	Orden Compra	15.4	92.38	92.38	04/02/2016	17:42:29		VTIXE	02/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	245359	04/02/2016 17:42	VTIXE
"1,552,010"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	3	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600162	*		1	Orden Trabajo	2.81	8.43	8.43	12/02/2016	14:44:13		VTIXE	12/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	246833		
"1,552,011"	WOISS	Emitir para Orden de Trabajo	P03.023.IN0003	DESENGRASANTE INDUSTRIAL ( BH-38)	05M-O	TERMOPICHINCHA M-O	*	-	5	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600162	*		2	Orden Trabajo	12.11	60.57	60.57	12/02/2016	14:44:14		VTIXE	12/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	246833		
"1,552,012"	WOISS	Emitir para Orden de Trabajo	P01.023.AN0150	ANILLO DE PISTON M-1904-DS	05M-O	TERMOPICHINCHA M-O	*	-	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600162	*		3	Orden Trabajo	145.8	583.19	583.19	12/02/2016	14:44:14		VTIXE	12/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	246833		
"1,552,066"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	5	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		59	*		2	Orden Trabajo	2.81	14.06	14.06	12/02/2016	15:00:36		VTIXE	12/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	246839		
"1,552,067"	WOISS	Emitir para Orden de Trabajo	P03.020.SI0008	SILICON ROJO ALTA TEMPERATURA- TUBO	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	59	*		3	Orden Trabajo	10.32	10.32	10.32	12/02/2016	15:00:36		VTIXE	12/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	246839		
"1,552,068"	WOISS	Emitir para Orden de Trabajo	P03.021.IN0002	TEFLON- ROLLO	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		59	*		4	Orden Trabajo	0.88	0.88	0.88	12/02/2016	15:00:36		VTIXE	12/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	246839		
"1,552,069"	WOISS	Emitir para Orden de Trabajo	P13.009.IN0003	PAÑOS ABSORBENTES DE DERIVADOS DE PETROLEOS	05M-O	TERMOPICHINCHA M-O	*	-	5	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	59	*		5	Orden Trabajo	1.28	6.39	6.39	12/02/2016	15:00:37		VTIXE	12/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	246839		
"1,533,379"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,847"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	12	Orden Compra	0.92	"9,046.62"	"9,046.62"	25/01/2016	10:57:55		VTIXE	21/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242806	25/01/2016 10:57	VTIXE
"1,533,411"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,847"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	13	Orden Compra	0.92	"9,046.62"	"9,046.62"	25/01/2016	11:01:50		VTIXE	21/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242817	25/01/2016 11:01	VTIXE
"1,533,439"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,847"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	14	Orden Compra	0.92	"9,046.62"	"9,046.62"	25/01/2016	11:04:29		VTIXE	21/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242826	25/01/2016 11:04	VTIXE
"1,560,981"	WOISS	Emitir para Orden de Trabajo	P01.057.TM0012	"TERMOCUPLA  TIPO K ESCAPE, 297A, 559, P3, KTE, L 420MM, F 8MM"	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	39	*		1	Orden Trabajo	136	136	136	19/02/2016	17:12:29		VTIXE	19/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	248620		
"1,538,516"	INTSHIP	Consumo para Solic.Material	P12.004.CA0009	CARPETA REX PLASTIC	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		176360	1	1	1	Solicitud Material	3.45	3.45	3.45	29/01/2016	13:38:47	INT	VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243769		
"1,538,534"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,809"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	28	Orden Compra	0.92	"9,011.71"	"9,011.71"	29/01/2016	13:45:31		VTIXE	26/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243771	29/01/2016 13:45	VTIXE
"1,538,542"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,809"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	29	Orden Compra	0.92	"9,011.71"	"9,011.71"	29/01/2016	13:48:05		VTIXE	26/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243772	29/01/2016 13:48	VTIXE
"1,538,544"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,809"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	30	Orden Compra	0.92	"9,011.71"	"9,011.71"	29/01/2016	13:51:50		VTIXE	27/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243775	29/01/2016 13:51	VTIXE
"1,538,553"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,809"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	31	Orden Compra	0.92	"9,011.71"	"9,011.71"	29/01/2016	13:54:47		VTIXE	27/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243776	29/01/2016 13:54	VTIXE
"1,538,555"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,809"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	32	Orden Compra	0.92	"9,011.71"	"9,011.71"	29/01/2016	13:57:32		VTIXE	27/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243778	29/01/2016 13:57	VTIXE
"1,538,562"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,809"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	33	Orden Compra	0.92	"9,011.71"	"9,011.71"	29/01/2016	14:00:16		VTIXE	27/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243781	29/01/2016 14:00	VTIXE
"1,538,572"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,809"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	34	Orden Compra	0.92	"9,011.71"	"9,011.71"	29/01/2016	14:02:25		VTIXE	27/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243785	29/01/2016 14:02	VTIXE
"1,538,584"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,814"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	35	Orden Compra	0.92	"9,016.30"	"9,016.30"	29/01/2016	14:05:30		VTIXE	27/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243787	29/01/2016 14:05	VTIXE
"1,538,605"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,814"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	36	Orden Compra	0.92	"9,016.30"	"9,016.30"	29/01/2016	14:11:24		VTIXE	27/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243792	29/01/2016 14:11	VTIXE
"1,538,612"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,814"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	37	Orden Compra	0.92	"9,016.30"	"9,016.30"	29/01/2016	14:14:06		VTIXE	27/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243795	29/01/2016 14:14	VTIXE
"1,538,620"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,814"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	38	Orden Compra	0.92	"9,016.30"	"9,016.30"	29/01/2016	14:16:30		VTIXE	27/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243797	29/01/2016 14:16	VTIXE
"1,538,625"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,814"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	39	Orden Compra	0.92	"9,016.30"	"9,016.30"	29/01/2016	14:18:52		VTIXE	28/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243799	29/01/2016 14:18	VTIXE
"1,538,645"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,814"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	40	Orden Compra	0.92	"9,016.30"	"9,016.30"	29/01/2016	14:22:42		VTIXE	28/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243802	29/01/2016 14:22	VTIXE
"1,538,661"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,814"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	41	Orden Compra	0.92	"9,016.30"	"9,016.30"	29/01/2016	14:25:05		VTIXE	28/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243808	29/01/2016 14:25	VTIXE
"1,539,226"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	3	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		48	*		1	Orden Trabajo	2.81	8.43	8.43	29/01/2016	17:09:19		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243912		
"1,539,227"	WOISS	Emitir para Orden de Trabajo	P03.008.LI0024	LIMPIADOR DE MOTORES ELECTRICOS	05M-O	TERMOPICHINCHA M-O	*	-	0.25	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		48	*		2	Orden Trabajo	27.16	6.79	6.79	29/01/2016	17:09:20		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243912		
"1,532,187"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,842"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	1	Orden Compra	0.92	"9,042.02"	"9,042.02"	22/01/2016	14:23:21		VTIXE	15/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242626	22/01/2016 14:23	VTIXE
"1,532,247"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,833"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	2	Orden Compra	0.92	"9,033.75"	"9,033.75"	22/01/2016	14:43:15		VTIXE	20/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242632	22/01/2016 14:43	VTIXE
"1,532,260"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,833"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	3	Orden Compra	0.92	"9,033.75"	"9,033.75"	22/01/2016	14:45:33		VTIXE	20/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242634	22/01/2016 14:45	VTIXE
"1,532,262"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,833"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	4	Orden Compra	0.92	"9,033.75"	"9,033.75"	22/01/2016	14:47:43		VTIXE	20/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242635	22/01/2016 14:47	VTIXE
"1,532,266"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,833"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	5	Orden Compra	0.92	"9,033.75"	"9,033.75"	22/01/2016	14:49:50		VTIXE	20/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242636	22/01/2016 14:49	VTIXE
"1,532,269"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,833"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	6	Orden Compra	0.92	"9,033.75"	"9,033.75"	22/01/2016	14:52:01		VTIXE	20/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242637	22/01/2016 14:52	VTIXE
"1,532,277"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,833"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	7	Orden Compra	0.92	"9,033.75"	"9,033.75"	22/01/2016	14:54:16		VTIXE	20/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242638	22/01/2016 14:54	VTIXE
"1,532,279"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,833"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	8	Orden Compra	0.92	"9,033.75"	"9,033.75"	22/01/2016	14:56:29		VTIXE	20/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242641	22/01/2016 14:56	VTIXE
"1,532,282"	ARRIVAL	Recepción de Orden de Compra	P07.001.DS0002	DIESEL-2	05M-O	TERMOPICHINCHA M-O	*	+	"9,833"	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042044	1	1	9	Orden Compra	0.92	"9,033.75"	"9,033.75"	22/01/2016	14:58:51		VTIXE	20/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	242642	22/01/2016 14:58	VTIXE
"1,539,228"	WOISS	Emitir para Orden de Trabajo	P02.004.EM0560	EMPAQUE LIQUIDO	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		48	*		3	Orden Trabajo	38.12	38.12	38.12	29/01/2016	17:09:21		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243912		
"1,539,229"	WOISS	Emitir para Orden de Trabajo	P01.009.DC0073	DISCO PARA EMBRAGUE ELECTROMAGNETICO ERD-25 (SET)	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		48	*		7	Orden Trabajo	"1,392.64"	"1,392.64"	"1,392.64"	29/01/2016	17:09:21		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243912		
"1,539,230"	WOISS	Emitir para Orden de Trabajo	P01.012.PL0017	EMBRAGUE ELECTROMAGNETICO ERD-25 24 VDC	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		48	*		12	Orden Trabajo	"1,299.89"	"1,299.89"	"1,299.89"	29/01/2016	17:09:22		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243912		
"1,539,231"	WOISS	Emitir para Orden de Trabajo	P01.009.DC0074	DISCO INDUCIDO PARA EMBRAGUE ELECTROMGNETICO ERD-25	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		48	*		13	Orden Trabajo	840.3	840.3	840.3	29/01/2016	17:09:22		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243912		
"1,539,232"	WOISS	Emitir para Orden de Trabajo	P01.001.RO0004	RODAMIENTO 16013	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	48	*		14	Orden Trabajo	88.3	88.3	88.3	29/01/2016	17:09:23		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243912		
"1,539,233"	WOISS	Emitir para Orden de Trabajo	P01.012.PÑ0037	PIÑON INTERNO DEL EMBRAGUE ELECTROMAGNETICO 50H7	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		48	*		15	Orden Trabajo	"1,023.72"	"1,023.72"	"1,023.72"	29/01/2016	17:09:24		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243912		
"1,539,234"	WOISS	Emitir para Orden de Trabajo	P02.006.BR0041	"BROCA DE COBALTO 1/8"""	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	48	*		16	Orden Trabajo	2.63	2.63	2.63	29/01/2016	17:09:24		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243912		
"1,539,235"	WOISS	Emitir para Orden de Trabajo	P02.006.LJ0009	LIJAS DE AGUA 400	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	48	*		17	Orden Trabajo	0.35	0.35	0.35	29/01/2016	17:09:25		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243912		
"1,539,241"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	2	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600075	*		1	Orden Trabajo	2.81	5.62	5.62	29/01/2016	17:18:43		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243913		
"1,539,242"	WOISS	Emitir para Orden de Trabajo	P01.001.RD0076	RODAMIENTO  6304 2RS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	600075	*		2	Orden Trabajo	5.21	5.21	5.21	29/01/2016	17:18:43		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243913		
"1,539,243"	WOISS	Emitir para Orden de Trabajo	P03.023.IN0003	DESENGRASANTE INDUSTRIAL ( BH-38)	05M-O	TERMOPICHINCHA M-O	*	-	1	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600075	*		3	Orden Trabajo	12.11	12.11	12.11	29/01/2016	17:18:44		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243913		
"1,539,244"	WOISS	Emitir para Orden de Trabajo	P13.009.IN0003	PAÑOS ABSORBENTES DE DERIVADOS DE PETROLEOS	05M-O	TERMOPICHINCHA M-O	*	-	8	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	600075	*		4	Orden Trabajo	1.28	10.22	10.22	29/01/2016	17:18:45		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243913		
"1,539,255"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	2	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600077	*		1	Orden Trabajo	2.81	5.62	5.62	29/01/2016	17:27:54		VTIXE	29/01/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	243914		
