PROVINCIA;CANTON;PARROQUIA;TIPO DE INSCRIPCION;AÑO;MES;TOTAL
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;1;302
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;1;197
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;1;2
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;1;25
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;1;13
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;1;19
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;1;6
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;1;33
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;1;129
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;1;359
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;1;50
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;1;13
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;1;25
AZUAY;SIGSIG;SIGSIG;Tardías (pasado los 14 años);2015;1;2
AZUAY;PAUTE;PAUTE;Tardías (pasado los 14 años);2015;1;1
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;1;1
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;1;22
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;1;18
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;1;26
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;1;6
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;1;9
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;1;22
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;2;405
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;2;6
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;2;3
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;2;20
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;2;17
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;2;22
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;2;4
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;2;554
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;2;20
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;2;25
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;2;16
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;2;9
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;2;21
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;2;13
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;2;32
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;2;9
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;2;21
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;2;39
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;3;21
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;3;119
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;3;18
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;3;24
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;3;24
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;3;22
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;3;8
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;3;5
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;3;17
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;3;364
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;3;324
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;3;14
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;3;75
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;3;31
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;3;232
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;3;7
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;3;21
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;3;25
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;3;3
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;3;13
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;4;30
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;4;13
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;4;343
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;4;3
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;4;8
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;4;20
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;4;305
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;4;16
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;4;5
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;4;24
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;4;76
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;4;22
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;4;3
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;4;8
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;4;12
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;4;213
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;4;17
AZUAY;GUALACEO;GUALACEO;Tardías (pasado los 14 años);2015;4;1
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;4;139
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;4;27
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;4;1
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;5;67
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;5;7
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;5;21
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;5;189
AZUAY;GUALACEO;GUALACEO;Tardías (pasado los 14 años);2015;5;1
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;5;18
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;5;18
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;5;9
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;5;12
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;5;17
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;5;25
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;5;366
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;5;300
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;5;107
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;5;6
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;5;3
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;5;10
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;5;36
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;5;6
AZUAY;SIGSIG;SIGSIG;Tardías (pasado los 14 años);2015;5;1
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;5;11
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;5;32
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;6;222
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;6;23
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;6;16
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;6;13
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;6;24
AZUAY;PUCARA;PUCARA;Tardías (hasta 14 años);2015;6;11
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;6;15
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;6;20
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;6;6
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;6;11
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;6;344
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;6;22
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;6;11
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;6;18
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;6;65
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;6;3
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;6;8
AZUAY;OÑA;SAN FELIPE DE OÑA;Tardías (hasta 14 años);2015;6;3
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;6;122
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;6;288
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;6;31
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;6;13
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;7;35
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;7;16
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;7;15
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;7;9
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;7;317
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;7;404
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;7;21
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;7;22
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (pasado los 14 años);2015;7;1
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;7;3
AZUAY;PUCARA;PUCARA;Tardías (hasta 14 años);2015;7;7
AZUAY;OÑA;SAN FELIPE DE OÑA;Tardías (hasta 14 años);2015;7;6
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;7;2
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;7;8
AZUAY;OÑA;SAN FELIPE DE OÑA;Oportunas (hasta 30 días);2015;7;2
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;7;102
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;7;223
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;7;28
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;7;75
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;7;32
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;7;6
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;7;3
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;7;17
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;7;26
AZUAY;OÑA;SAN FELIPE DE OÑA;Oportunas (hasta 30 días);2015;8;2
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;8;8
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;8;70
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;8;12
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;8;31
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;8;19
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;8;344
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;8;406
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;8;5
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;8;7
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;8;21
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;8;29
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;8;26
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;8;150
AZUAY;OÑA;SAN FELIPE DE OÑA;Tardías (hasta 14 años);2015;8;8
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;8;125
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;8;6
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (pasado los 14 años);2015;8;1
AZUAY;PUCARA;PUCARA;Tardías (hasta 14 años);2015;8;6
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;8;9
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;8;4
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;8;23
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;8;13
AZUAY;PAUTE;PAUTE;Tardías (pasado los 14 años);2015;8;2
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;8;26
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;9;24
AZUAY;OÑA;SAN FELIPE DE OÑA;Tardías (hasta 14 años);2015;9;4
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;9;452
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;9;14
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;9;7
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;9;24
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;9;268
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;9;29
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;9;13
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;9;5
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;9;9
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;9;30
AZUAY;PUCARA;PUCARA;Tardías (hasta 14 años);2015;9;8
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;9;16
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;9;84
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;9;3
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;9;143
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;9;91
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;9;20
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;9;5
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;9;21
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;9;14
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;1;10
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;1;8
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;1;17
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;1;7
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;1;58
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;1;10
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;1;12
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (pasado los 14 años);2015;1;1
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;1;3
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;1;64
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;1;15
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;2;10
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;2;10
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;2;11
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;2;57
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;2;13
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;2;7
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;2;5
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;2;10
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;2;3
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;2;64
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;3;14
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;3;14
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;3;8
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;3;78
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;3;13
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;3;15
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;3;8
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;3;15
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;3;80
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (pasado los 14 años);2015;3;2
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;3;18
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (pasado los 14 años);2015;4;1
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;4;5
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;4;12
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;4;20
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;4;70
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;4;16
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;4;15
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;4;18
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;4;69
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;4;9
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;4;13
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;5;9
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;5;52
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;5;81
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;5;12
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;5;15
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;5;9
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;5;13
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;5;4
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;5;11
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;5;22
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;6;4
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;6;73
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;6;48
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;6;8
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;6;9
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;6;4
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;6;9
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;6;20
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;6;14
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;6;11
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;7;18
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;7;17
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;7;82
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (pasado los 14 años);2015;7;3
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;7;6
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;7;12
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;7;21
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;7;85
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;7;13
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;7;11
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;7;13
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (pasado los 14 años);2015;8;2
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;8;12
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;8;20
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;8;8
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;8;18
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;8;17
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;8;10
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;8;18
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;8;63
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;8;6
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;8;60
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;9;20
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;9;17
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;9;21
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;9;103
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;9;14
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;9;9
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;9;7
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;9;18
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;9;12
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;9;61
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;1;39
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;1;43
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;1;82
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;1;47
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;1;29
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;1;3
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;1;11
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;1;79
CAÑAR;AZOGUES;AZOGUES;Tardías (pasado los 14 años);2015;1;1
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (pasado los 14 años);2015;2;1
CAÑAR;SUSCAL;SUSCAL;Tardías (pasado los 14 años);2015;2;1
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;2;51
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;2;47
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;2;32
CAÑAR;CAÑAR;CAÑAR;Tardías (pasado los 14 años);2015;2;3
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;2;24
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;2;112
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;2;10
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;2;8
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;2;59
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;3;11
CAÑAR;AZOGUES;AZOGUES;Tardías (pasado los 14 años);2015;2;1
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;3;89
