PROVINCIA;CANTON;PARROQUIA;TIPO DE INSCRIPCION;AÑO;MES;TOTAL
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Tardías (hasta 14 años);2015;1;10
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (pasado los 14 años);2015;1;1
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Tardías (hasta 14 años);2015;1;10
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Oportunas (hasta 30 días);2015;1;5
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Oportunas (hasta 30 días);2015;1;10
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Oportunas (hasta 30 días);2015;1;4
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Tardías (pasado los 14 años);2015;1;1
ZAMORA CHINCHIPE;PAQUISHA;PAQUISHA;Tardías (hasta 14 años);2015;1;7
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Oportunas (hasta 30 días);2015;2;4
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Tardías (hasta 14 años);2015;2;28
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Tardías (hasta 14 años);2015;2;7
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Tardías (hasta 14 años);2015;2;10
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (hasta 14 años);2015;2;19
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Oportunas (hasta 30 días);2015;2;18
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Oportunas (hasta 30 días);2015;2;3
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Tardías (hasta 14 años);2015;2;29
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Oportunas (hasta 30 días);2015;2;6
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Tardías (hasta 14 años);2015;2;8
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Oportunas (hasta 30 días);2015;2;1
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Oportunas (hasta 30 días);2015;3;2
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Oportunas (hasta 30 días);2015;3;6
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Oportunas (hasta 30 días);2015;3;8
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Oportunas (hasta 30 días);2015;3;5
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (hasta 14 años);2015;3;34
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Tardías (hasta 14 años);2015;3;14
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Tardías (hasta 14 años);2015;3;20
ZAMORA CHINCHIPE;PALANDA;PALANDA;Oportunas (hasta 30 días);2015;3;1
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Tardías (hasta 14 años);2015;3;46
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Tardías (hasta 14 años);2015;3;8
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Tardías (hasta 14 años);2015;3;24
ZAMORA CHINCHIPE;PALANDA;PALANDA;Tardías (hasta 14 años);2015;3;3
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Oportunas (hasta 30 días);2015;3;30
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Tardías (hasta 14 años);2015;4;33
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Tardías (hasta 14 años);2015;4;9
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Oportunas (hasta 30 días);2015;4;1
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Tardías (hasta 14 años);2015;4;13
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Oportunas (hasta 30 días);2015;4;7
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Oportunas (hasta 30 días);2015;4;6
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Oportunas (hasta 30 días);2015;4;25
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Tardías (hasta 14 años);2015;4;7
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Tardías (hasta 14 años);2015;4;9
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (hasta 14 años);2015;4;39
ZAMORA CHINCHIPE;PALANDA;PALANDA;Tardías (hasta 14 años);2015;4;4
ZAMORA CHINCHIPE;PALANDA;PALANDA;Oportunas (hasta 30 días);2015;4;2
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Oportunas (hasta 30 días);2015;4;13
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Oportunas (hasta 30 días);2015;5;1
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Tardías (hasta 14 años);2015;5;8
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Tardías (hasta 14 años);2015;5;11
ZAMORA CHINCHIPE;PALANDA;PALANDA;Tardías (hasta 14 años);2015;5;5
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Oportunas (hasta 30 días);2015;5;20
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Tardías (hasta 14 años);2015;5;15
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Oportunas (hasta 30 días);2015;5;4
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Tardías (hasta 14 años);2015;5;9
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (hasta 14 años);2015;5;22
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Oportunas (hasta 30 días);2015;5;7
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Tardías (hasta 14 años);2015;5;33
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Oportunas (hasta 30 días);2015;5;14
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Oportunas (hasta 30 días);2015;5;6
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (pasado los 14 años);2015;5;1
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (hasta 14 años);2015;6;22
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Oportunas (hasta 30 días);2015;6;5
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Tardías (hasta 14 años);2015;6;12
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Oportunas (hasta 30 días);2015;6;12
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Tardías (hasta 14 años);2015;6;4
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Tardías (hasta 14 años);2015;6;21
ZAMORA CHINCHIPE;PALANDA;PALANDA;Tardías (hasta 14 años);2015;6;13
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (pasado los 14 años);2015;6;1
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Oportunas (hasta 30 días);2015;6;2
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Tardías (hasta 14 años);2015;6;13
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Oportunas (hasta 30 días);2015;6;16
ZAMORA CHINCHIPE;PALANDA;PALANDA;Oportunas (hasta 30 días);2015;6;1
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Oportunas (hasta 30 días);2015;6;4
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Tardías (hasta 14 años);2015;6;40
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (hasta 14 años);2015;7;37
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Oportunas (hasta 30 días);2015;7;9
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Tardías (hasta 14 años);2015;7;37
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Oportunas (hasta 30 días);2015;7;15
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Tardías (hasta 14 años);2015;7;19
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Oportunas (hasta 30 días);2015;7;6
ZAMORA CHINCHIPE;PALANDA;PALANDA;Tardías (hasta 14 años);2015;7;9
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Tardías (hasta 14 años);2015;7;14
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Tardías (hasta 14 años);2015;7;23
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Oportunas (hasta 30 días);2015;7;4
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Tardías (hasta 14 años);2015;7;8
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Oportunas (hasta 30 días);2015;8;2
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Oportunas (hasta 30 días);2015;8;23
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Oportunas (hasta 30 días);2015;8;1
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Tardías (hasta 14 años);2015;8;13
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Oportunas (hasta 30 días);2015;8;10
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (hasta 14 años);2015;8;31
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Oportunas (hasta 30 días);2015;8;3
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Tardías (hasta 14 años);2015;8;7
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (pasado los 14 años);2015;8;1
ZAMORA CHINCHIPE;PAQUISHA;PAQUISHA;Tardías (hasta 14 años);2015;8;1
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Tardías (hasta 14 años);2015;8;12
ZAMORA CHINCHIPE;PALANDA;PALANDA;Tardías (hasta 14 años);2015;8;4
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Tardías (hasta 14 años);2015;8;35
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Tardías (hasta 14 años);2015;8;15
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Oportunas (hasta 30 días);2015;9;19
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Oportunas (hasta 30 días);2015;9;1
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Tardías (hasta 14 años);2015;9;33
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Tardías (hasta 14 años);2015;9;24
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Oportunas (hasta 30 días);2015;9;3
ZAMORA CHINCHIPE;YACUAMBI;28 DE MAYO;Tardías (hasta 14 años);2015;9;12
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Tardías (hasta 14 años);2015;9;17
ZAMORA CHINCHIPE;YANZATZA;YANZATZA;Oportunas (hasta 30 días);2015;9;14
ZAMORA CHINCHIPE;CHINCHIPE;ZUMBA;Oportunas (hasta 30 días);2015;9;5
ZAMORA CHINCHIPE;PAQUISHA;PAQUISHA;Tardías (hasta 14 años);2015;9;1
ZAMORA CHINCHIPE;PALANDA;PALANDA;Tardías (hasta 14 años);2015;9;11
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;Tardías (hasta 14 años);2015;9;36
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Tardías (pasado los 14 años);2015;9;1
ZAMORA CHINCHIPE;EL PANGUI;EL PANGUI;Oportunas (hasta 30 días);2015;9;2
ZAMORA CHINCHIPE;NANGARITZA;GUAYZIMI;Tardías (hasta 14 años);2015;9;11
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;10;7
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;10;76
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;10;3
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;10;9
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;10;156
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;10;27
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;10;9
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;10;36
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;10;31
AZUAY;PUCARA;PUCARA;Tardías (hasta 14 años);2015;10;7
AZUAY;PUCARA;PUCARA;Oportunas (hasta 30 días);2015;10;1
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;10;470
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;10;20
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;10;24
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;10;10
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;10;11
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;10;18
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;10;2
AZUAY;OÑA;SAN FELIPE DE OÑA;Tardías (hasta 14 años);2015;10;4
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;10;262
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;10;22
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;10;11
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;10;68
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (pasado los 14 años);2015;11;1
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;11;6
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;11;8
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;11;18
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;11;20
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;11;4
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;11;13
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;11;412
AZUAY;OÑA;SAN FELIPE DE OÑA;Tardías (hasta 14 años);2015;11;1
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;11;10
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;11;52
AZUAY;PUCARA;PUCARA;Tardías (hasta 14 años);2015;11;8
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;11;8
AZUAY;OÑA;SAN FELIPE DE OÑA;Tardías (pasado los 14 años);2015;11;1
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;11;13
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;11;32
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;11;14
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;11;178
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;11;26
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;11;74
AZUAY;PAUTE;PAUTE;Tardías (pasado los 14 años);2015;11;2
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;11;21
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;11;22
AZUAY;OÑA;SAN FELIPE DE OÑA;Oportunas (hasta 30 días);2015;11;1
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;11;265
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;11;8
AZUAY;NABON;NABON;Oportunas (hasta 30 días);2015;12;3
AZUAY;PAUTE;PAUTE;Oportunas (hasta 30 días);2015;12;25
AZUAY;CUENCA;SAN BLAS;Tardías (pasado los 14 años);2015;12;3
AZUAY;OÑA;SAN FELIPE DE OÑA;Oportunas (hasta 30 días);2015;12;1
AZUAY;SIGSIG;SIGSIG;Oportunas (hasta 30 días);2015;12;8
AZUAY;GUALACEO;GUALACEO;Tardías (hasta 14 años);2015;12;49
AZUAY;CUENCA;SAN BLAS;Oportunas (hasta 30 días);2015;12;387
AZUAY;NABON;NABON;Tardías (hasta 14 años);2015;12;15
AZUAY;SANTA ISABEL;SANTA ISABEL;Oportunas (hasta 30 días);2015;12;19
AZUAY;GIRON;GIRON;Tardías (hasta 14 años);2015;12;10
AZUAY;GIRON;GIRON;Oportunas (hasta 30 días);2015;12;5
AZUAY;PAUTE;PAUTE;Tardías (hasta 14 años);2015;12;17
AZUAY;SIGSIG;SIGSIG;Tardías (hasta 14 años);2015;12;23
AZUAY;CUENCA;SAN BLAS;Tardías occuridas en el exterior;2015;12;16
AZUAY;CUENCA;HUAYNACAPAC;Tardías (hasta 14 años);2015;12;78
AZUAY;CUENCA;SAN BLAS;Tardías (hasta 14 años);2015;12;279
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Oportunas (hasta 30 días);2015;12;9
AZUAY;PUCARA;PUCARA;Tardías (hasta 14 años);2015;12;6
AZUAY;CAMILO PONCE ENRIQUE;CAMILO PONCE ENRIQUEZ;Tardías (hasta 14 años);2015;12;26
AZUAY;OÑA;SAN FELIPE DE OÑA;Tardías (hasta 14 años);2015;12;5
AZUAY;SANTA ISABEL;SANTA ISABEL;Tardías (hasta 14 años);2015;12;16
AZUAY;CUENCA;HUAYNACAPAC;Oportunas (hasta 30 días);2015;12;207
AZUAY;GUALACEO;GUALACEO;Oportunas (hasta 30 días);2015;12;34
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;10;11
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;10;70
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;10;22
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;10;12
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;10;63
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;10;11
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;10;23
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;10;4
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;10;15
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;10;10
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;11;17
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;11;17
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;11;10
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;11;11
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;11;6
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;11;57
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;11;73
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (pasado los 14 años);2015;11;3
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;11;6
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;11;11
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;11;12
BOLIVAR;CHILLANES;CHILLANES;Oportunas (hasta 30 días);2015;12;12
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (pasado los 14 años);2015;12;11
BOLIVAR;CHILLANES;CHILLANES;Tardías (hasta 14 años);2015;12;6
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Tardías (hasta 14 años);2015;12;16
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Tardías (hasta 14 años);2015;12;10
BOLIVAR;ECHEANDIA;ECHEANDIA;Oportunas (hasta 30 días);2015;12;11
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Tardías (hasta 14 años);2015;12;82
BOLIVAR;CALUMA;CALUMA /SAN ANTONIO/;Oportunas (hasta 30 días);2015;12;15
BOLIVAR;ECHEANDIA;ECHEANDIA;Tardías (hasta 14 años);2015;12;19
BOLIVAR;SAN MIGUEL;SAN MIGUEL;Oportunas (hasta 30 días);2015;12;18
BOLIVAR;GUARANDA;ANGEL POLIBIO CHAVES;Oportunas (hasta 30 días);2015;12;67
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (pasado los 14 años);2015;10;2
CAÑAR;AZOGUES;AZOGUES;Tardías (pasado los 14 años);2015;10;2
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;10;43
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;10;101
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;10;47
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;10;50
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;10;17
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;10;7
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;10;24
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;10;44
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;11;11
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;11;107
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;11;45
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (pasado los 14 años);2015;11;1
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;11;32
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;11;31
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;11;32
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;11;42
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;11;3
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;12;20
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;12;4
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;12;38
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;12;100
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;12;27
CAÑAR;AZOGUES;AZOGUES;Tardías (pasado los 14 años);2015;12;1
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;12;40
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;12;53
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;12;61
CARCHI;ESPEJO;EL ANGEL;Tardías (pasado los 14 años);2015;10;1
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;10;19
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;10;6
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;10;47
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;10;1
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;10;138
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;10;8
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;10;18
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;10;15
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;11;22
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;11;43
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;11;128
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;11;6
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;11;18
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;11;4
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;11;15
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;11;6
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;12;22
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;12;14
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;12;20
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;12;164
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;12;6
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;12;18
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;12;6
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (hasta 14 años);2015;10;110
CHIMBORAZO;PENIPE;PENIPE;Oportunas (hasta 30 días);2015;10;2
CHIMBORAZO;GUANO;LA MATRIZ;Oportunas (hasta 30 días);2015;10;16
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Oportunas (hasta 30 días);2015;10;219
CHIMBORAZO;CHUNCHI;CHUNCHI;Tardías (hasta 14 años);2015;10;16
CHIMBORAZO;RIOBAMBA;VELOZ;Oportunas (hasta 30 días);2015;10;121
CHIMBORAZO;COLTA;CAJABAMBA;Oportunas (hasta 30 días);2015;10;17
CHIMBORAZO;CHUNCHI;CHUNCHI;Oportunas (hasta 30 días);2015;10;13
CHIMBORAZO;GUAMOTE;GUAMOTE;Oportunas (hasta 30 días);2015;10;61
CHIMBORAZO;PALLATANGA;PALLATANGA;Tardías (hasta 14 años);2015;10;7
CHIMBORAZO;GUANO;LA MATRIZ;Tardías (pasado los 14 años);2015;10;1
CHIMBORAZO;RIOBAMBA;VELOZ;Tardías (hasta 14 años);2015;10;25
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (hasta 14 años);2015;10;18
CHIMBORAZO;COLTA;CAJABAMBA;Tardías (hasta 14 años);2015;10;10
CHIMBORAZO;CUMANDA;CUMANDA;Oportunas (hasta 30 días);2015;10;10
CHIMBORAZO;PENIPE;PENIPE;Tardías (hasta 14 años);2015;10;2
CHIMBORAZO;GUAMOTE;GUAMOTE;Tardías (hasta 14 años);2015;10;18
CHIMBORAZO;GUANO;LA MATRIZ;Tardías (hasta 14 años);2015;10;11
CHIMBORAZO;ALAUSI;ALAUSI;Oportunas (hasta 30 días);2015;10;47
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (hasta 14 años);2015;10;4
CHIMBORAZO;PALLATANGA;PALLATANGA;Oportunas (hasta 30 días);2015;10;10
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (pasado los 14 años);2015;10;2
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (pasado los 14 años);2015;10;2
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (hasta 14 años);2015;11;19
CHIMBORAZO;RIOBAMBA;VELOZ;Tardías (hasta 14 años);2015;11;21
CHIMBORAZO;PENIPE;PENIPE;Oportunas (hasta 30 días);2015;11;7
CHIMBORAZO;GUAMOTE;GUAMOTE;Oportunas (hasta 30 días);2015;11;52
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Oportunas (hasta 30 días);2015;11;173
